Date,DCOILWTICO
11/29/2018,51.46
11/30/2018,50.78
12/3/2018,52.98
12/4/2018,53.21
12/5/2018,52.64
12/6/2018,51.54
12/7/2018,52.76
12/10/2018,51.07
12/11/2018,51.65
12/12/2018,51.04
12/13/2018,52.69
12/14/2018,51.26
12/17/2018,49.8
12/18/2018,46.12
12/19/2018,47.96
12/20/2018,45.64
12/21/2018,45.38
12/24/2018,.
12/25/2018,.
12/26/2018,46.04
12/27/2018,44.48
12/28/2018,45.15
12/31/2018,.
1/1/2019,.
1/2/2019,46.31
1/3/2019,46.92
1/4/2019,47.76
1/7/2019,48.27
1/8/2019,49.58
1/9/2019,52.19
1/10/2019,52.42
1/11/2019,51.44
1/14/2019,50.31
1/15/2019,51.8
1/16/2019,52.08
1/17/2019,51.83
1/18/2019,53.6
1/21/2019,.
1/22/2019,52.59
1/23/2019,52.44
1/24/2019,52.94
1/25/2019,53.53
1/28/2019,51.79
1/29/2019,53.07
1/30/2019,54.18
1/31/2019,53.84
2/1/2019,55.29
2/4/2019,54.57
2/5/2019,53.69
2/6/2019,53.94
2/7/2019,52.68
2/8/2019,52.75
2/11/2019,52.43
2/12/2019,53.14
2/13/2019,53.84
2/14/2019,54.4
2/15/2019,55.58
2/18/2019,.
2/19/2019,56.12
2/20/2019,56.9
2/21/2019,56.95
2/22/2019,57.01
2/25/2019,55.32
2/26/2019,55.4
2/27/2019,56.92
2/28/2019,57.21
3/1/2019,55.76
3/4/2019,56.6
3/5/2019,56.55
3/6/2019,56.22
3/7/2019,56.6
3/8/2019,55.77
3/11/2019,56.79
3/12/2019,56.89
3/13/2019,58.27
3/14/2019,58.59
3/15/2019,58.51
3/18/2019,59.09
3/19/2019,59.12
3/20/2019,60.12
3/21/2019,59.98
3/22/2019,58.87
3/25/2019,58.71
3/26/2019,59.87
3/27/2019,59.39
3/28/2019,59.29
3/29/2019,60.19
4/1/2019,61.59
4/2/2019,62.53
4/3/2019,62.46
4/4/2019,62.12
4/5/2019,63.1
